statusCode,data
200,"{'rank': 1, 'price': 6.954447908285268e-05, 'price24h': 1.2630706346379704e-06, 'variation24h': 5405.984952518983, 'creationBlock': 340210123, 'creationTime': '2025-05-15T16:02:47.132Z', 'exchange': {'name': 'Raydium', 'factory': '675kpx9mhtjs2zt1qfr1nyhuzelxfqm9h24wfsut1mp8'}, 'address': '4cgLV3qcsUVD9dw5XQbFCpAnB1AY57qysFthx8Y93uHG', 'mainToken': {'name': 'New Pepe', 'symbol': 'Pepe', 'address': '7C776aVNvU8KkeLQv9F58rdgSFD24j3CvBLxoFYxT2W3'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 2, 'price': 0.00011414171832836798, 'price24h': 3.2632931831558177e-06, 'variation24h': 3397.7463538224138, 'creationBlock': 340241058, 'creationTime': '2025-05-15T19:27:10.307Z', 'exchange': {'name': 'Raydium CPMM', 'factory': 'cpmmoo8l3f4nbtegbckvnunggl7h1zpdthkxqb5qkp1c'}, 'address': 'B9Zio974qRGRsKYaH5NF48Uj9zzfrc9YcEXYhmGrzc7j', 'mainToken': {'name': 'Rewards Click', 'symbol': 'CLICK', 'address': '7AH7dBB6aC6Ep39Xnoq7upDDK4Y6HHgmsA4seiWWNuFL'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 3, 'price': 0.0142999928716144, 'price24h': 0.0004917558821226786, 'variation24h': 2807.945464706607, 'creationBlock': 340267193, 'creationTime': '2025-05-15T22:19:23.930Z', 'exchange': {'name': 'Raydium CLMM', 'factory': 'cammczo5yl8w4vff8kvhrk22ggusp5vtaw7grrkgrwqk'}, 'address': '5ofmUt2YC6NQ6yRR2qDQszhnRJesEzkrG9kMgdTwTpEX', 'mainToken': {'name': 'McDonald Trump', 'symbol': 'McDTrump', 'address': 'HaDSPjQ5G4eu2XBkaYEqeE8vt3k3hqsXHRDa1iferYpq'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 4, 'price': 6.724023850933426e-05, 'price24h': 4.856085895018625e-06, 'variation24h': 1284.659167135189, 'creationBlock': 340154944, 'creationTime': '2025-05-15T09:58:08.909Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': '2MVxsMJLqTRPX9RqqDWKNis3fqY9ccQXc9wip11Qpump', 'mainToken': {'name': 'Black Cock', 'symbol': 'BLK', 'address': '2MVxsMJLqTRPX9RqqDWKNis3fqY9ccQXc9wip11Qpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 5, 'price': 0.0035803617789442357, 'price24h': 0.0002604089968595232, 'variation24h': 1274.8994167339197, 'creationBlock': 340134180, 'creationTime': '2025-05-15T07:41:41.194Z', 'exchange': {'name': 'Raydium CLMM', 'factory': 'cammczo5yl8w4vff8kvhrk22ggusp5vtaw7grrkgrwqk'}, 'address': '2RTS61YwFAMjAB6H3xNzjxB8Ku1PPpQKnGHirpgLhXwa', 'mainToken': {'name': 'MatchIt!', 'symbol': 'MATCHIT', 'address': '2eas5qsizSZwxuEGh9dwyLYjQ7n3G2Xjsd9B9HA86yjL'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 6, 'price': 6.808760249099773e-05, 'price24h': 5.081867626770038e-06, 'variation24h': 1239.8145621174558, 'creationBlock': 340219216, 'creationTime': '2025-05-15T17:02:53.032Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'J99UwPBKE1KwGpJb1HEXzyxZcamCZP2xTpbKo5Rxpump', 'mainToken': {'name': 'Ape Cabal', 'symbol': 'APING', 'address': 'J99UwPBKE1KwGpJb1HEXzyxZcamCZP2xTpbKo5Rxpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 7, 'price': 6.905795080138287e-05, 'price24h': 5.448828822285272e-06, 'variation24h': 1167.3907192485365, 'creationBlock': 340212320, 'creationTime': '2025-05-15T16:17:14.149Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': '1VVVPy63cxFVmg1F8GDQUFooXRmEMhg6eYQrGdSpump', 'mainToken': {'name': 'J.P.Morgasm', 'symbol': 'JPM', 'address': '1VVVPy63cxFVmg1F8GDQUFooXRmEMhg6eYQrGdSpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 8, 'price': 6.737843664754766e-05, 'price24h': 5.34317730881444e-06, 'variation24h': 1161.0181686539947, 'creationBlock': 340223137, 'creationTime': '2025-05-15T17:28:46.305Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'ai3NLorY1am1DtcHX31DhynzGb3jKEGHJmwrsx4pump', 'mainToken': {'name': 'Young Unemployed Profitable', 'symbol': 'YUPPIE', 'address': 'ai3NLorY1am1DtcHX31DhynzGb3jKEGHJmwrsx4pump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 9, 'price': 7.103165066605935e-05, 'price24h': 5.799119792624129e-06, 'variation24h': 1124.8695182397187, 'creationBlock': 340223852, 'creationTime': '2025-05-15T17:33:28.102Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'GuVyPqsnVFj9nSbrxvissgnf5QBudTztdrT3da9Ppump', 'mainToken': {'name': 'GeishaDAO ', 'symbol': 'GEISHA', 'address': 'GuVyPqsnVFj9nSbrxvissgnf5QBudTztdrT3da9Ppump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 10, 'price': 6.852031526340653e-05, 'price24h': 5.6024374638872475e-06, 'variation24h': 1123.0447141102713, 'creationBlock': 340239122, 'creationTime': '2025-05-15T19:14:20.975Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'H6dZStmJBb5c6YAsnV5JxTbgwJiLjT5zKc4GeBwcpump', 'mainToken': {'name': 'Voovo App', 'symbol': 'VOOVO', 'address': 'H6dZStmJBb5c6YAsnV5JxTbgwJiLjT5zKc4GeBwcpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 11, 'price': 6.73317476048234e-05, 'price24h': 5.94933664862142e-06, 'variation24h': 1031.7521865303338, 'creationBlock': 339998424, 'creationTime': '2025-05-14T16:42:48.862Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'FmKK3N5x3zUUzA8ddz5SmAq23xPCFHfyPUJrbpAbpump', 'mainToken': {'name': 'Frogger', 'symbol': 'FROGGER', 'address': 'FmKK3N5x3zUUzA8ddz5SmAq23xPCFHfyPUJrbpAbpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 12, 'price': 6.851796027579448e-05, 'price24h': 6.181333527595579e-06, 'variation24h': 1008.4656728181218, 'creationBlock': 340169181, 'creationTime': '2025-05-15T11:32:08.586Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': '4hDFkB1DWX5GxGchuhfhXmGMPrv2QX4yxYRgpHRgpump', 'mainToken': {'name': 'Mike Yagoobian', 'symbol': 'Goob', 'address': '4hDFkB1DWX5GxGchuhfhXmGMPrv2QX4yxYRgpHRgpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 13, 'price': 6.763955804322562e-05, 'price24h': 6.692894851632244e-06, 'variation24h': 910.6173717450512, 'creationBlock': 340140751, 'creationTime': '2025-05-15T08:24:42.134Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'D2sUHSummkc33ZobWk7A14Bzw76AVBMz7vqvKcLPpump', 'mainToken': {'name': 'SEXCOIN', 'symbol': 'SEXCOIN', 'address': 'D2sUHSummkc33ZobWk7A14Bzw76AVBMz7vqvKcLPpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 14, 'price': 0.0005506756066734294, 'price24h': 7.025663457352601e-05, 'variation24h': 683.8058427024828, 'creationTime': '2025-05-15T19:22:33.904Z', 'exchange': {'name': 'PumpSwap', 'factory': 'pammbay6oceh9fjkbrhgp5d4bd4swpmswmn52fmfxea'}, 'address': 'GjkTe6az5xLXpe4NUAtEc1fLxoLkXDH62nUZBxHZtCoC', 'mainToken': {'name': 'Voovo App', 'symbol': 'VOOVO', 'address': 'H6dZStmJBb5c6YAsnV5JxTbgwJiLjT5zKc4GeBwcpump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 15, 'price': 0.010003693530053948, 'price24h': 0.0012816476083094474, 'variation24h': 680.5338585423871, 'creationBlock': 340214019, 'creationTime': '2025-05-15T16:28:23.483Z', 'exchange': {'name': 'Raydium CLMM', 'factory': 'cammczo5yl8w4vff8kvhrk22ggusp5vtaw7grrkgrwqk'}, 'address': '2mmSTxrxTbdvgstjdBzmsQrror4ZyeiBpFgnTuvZRESB', 'mainToken': {'name': 'LAUNCHPAD', 'symbol': 'LAUNCH', 'address': '8LrdSu2tYaehRRZxD8SDbBskXFEeCNd6n11PAJgtpump'}, 'sideToken': {'name': 'USDT', 'symbol': 'USDT', 'address': 'Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB'}}"
200,"{'rank': 16, 'price': 4.896373078609807e-05, 'price24h': 6.576294349227484e-06, 'variation24h': 644.54895395383, 'creationBlock': 340236706, 'creationTime': '2025-05-15T18:58:21.217Z', 'exchange': {'name': 'Pump.fun', 'factory': '6ef8rrecthr5dkzon8nwu78hrvfckubj14m5ubewf6p'}, 'address': 'DUvGPQsfFUXjptGPQNRidgx8ojUKkK1ZzX8Dbkapump', 'mainToken': {'name': 'Launch Something', 'symbol': 'HIGHER', 'address': 'DUvGPQsfFUXjptGPQNRidgx8ojUKkK1ZzX8Dbkapump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 17, 'price': 1.5686082204230238e-05, 'price24h': 2.111335417984299e-06, 'variation24h': 642.9460080391115, 'creationBlock': 340278400, 'creationTime': '2025-05-15T23:33:15.929Z', 'exchange': {'name': 'Raydium CPMM', 'factory': 'cpmmoo8l3f4nbtegbckvnunggl7h1zpdthkxqb5qkp1c'}, 'address': '4JoBMJqWmZoivLq4g6hhPY1Yy5s7L2CZ92XxY9WybpCF', 'mainToken': {'name': 'Lupus the Wolf', 'symbol': 'LUPUS', 'address': 'F9pAVLFE6HVJtnQKDndeohPw8338m81Ka2YE2Wqov5fA'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
200,"{'rank': 18, 'price': 0.0005142771276968473, 'price24h': 6.934713510135029e-05, 'variation24h': 641.5982317730002, 'creationTime': '2025-05-15T23:31:58.999Z', 'exchange': {'name': 'PumpSwap', 'factory': 'pammbay6oceh9fjkbrhgp5d4bd4swpmswmn52fmfxea'}, 'address': '92HGfH2xWU2uGkbBAxjcUFAqwS7BBztzDoBSxBf9AUfE', 'mainToken': {'name': 'KENNETH THE LLAMA', 'symbol': 'KEN', 'address': 'FMnGs1hFJ8H5BxUiccscrw2fqxGuGqw8i8jaw53Upump'}, 'sideToken': {'name': 'Wrapped SOL', 'symbol': 'SOL', 'address': 'So11111111111111111111111111111111111111112'}}"
